-5872	-2581	797	2340	2348	-878	-3023	213	2629	323	-77	3078	3313	608	-286	186	-36	-779	-1522	-527	2233	2387	-417	-1110	-456	-1923	-1665	2046	2424	-1620	-2975	-434	1549	1974	1355	-319	-937	445	1402	704	-637	-1693	-1519	-47	1103	1103	293	-1183	-2421	-2424	-1868	-1028	210	96	-1688	-1861	354	1465	277	-963	-996	-194	518	469	1259	4242	6263	4248	853	-175	1140	3249	4418	3365	1089	-1617	-5001	-6329	-3586	-1199	-2438	-3363	-2184	-1856	-1180	1814	2602	-762	-2596	-795	-108	-2113	-3437	-2755	-2346	-2652	579	9122	14349	7839	-3175	-5804	-645	3587	3951	943	-4041	-5285	-15	4559	2508	-1182	-1241	-246	-1276	-2087	-332	1738	576	-2908	-3870	-547	2648	1301	-2379	-2966	32	1985	1214	558	956	235	-1600
-8564	-3018	1573	1932	1394	-757	-1954	1345	3400	420	-968	1780	2814	1043	127	208	-136	-892	-1235	351	2508	1250	-1393	-412	780	-1833	-2519	1347	2313	-1210	-2098	557	1861	1173	120	-852	-512	930	1023	-230	-882	-824	-535	232	985	860	-360	-1927	-2349	-1600	-1331	-1245	-148	221	-1427	-2230	-401	1410	962	-435	-607	407	539	-408	817	4728	6355	3392	58	-193	1768	3848	4214	2612	548	-2281	-5866	-6293	-2874	-925	-1794	-1906	-1787	-2434	-444	2997	1905	-2073	-2643	-622	-770	-2943	-3644	-1962	-804	-960	2794	10962	12164	1655	-6637	-2997	3498	4120	2079	43	-2850	-3450	34	2770	1345	-1176	-1585	-569	-389	-1197	-638	1311	715	-3032	-4304	-445	3106	1135	-3352	-3783	447	3443	2348	507	402	84	-1596
-6427	-2470	-24	996	1286	-873	-1846	1094	2837	1011	189	1570	1787	749	469	630	4	-1363	-1631	969	3679	1949	-1567	-1142	702	-738	-1956	426	1831	-517	-2437	-1271	999	2176	1359	-589	-1012	457	1006	-308	-1353	-869	217	857	963	650	-284	-1547	-2304	-2551	-2386	-1004	701	181	-1960	-2339	-462	1195	1061	-219	-645	418	847	358	2094	5615	6265	3306	230	-800	1055	4455	4987	1709	-1441	-3870	-6401	-5919	-2445	-1083	-2008	-1860	-1711	-1736	936	3334	678	-2969	-2111	13	-1356	-4096	-3702	-976	-117	515	6663	13283	8299	-4141	-7124	350	5082	3624	1274	-1261	-3551	-2011	1557	1946	-258	-1523	-1280	-616	-508	-953	-362	959	-10	-2880	-3040	493	2536	-302	-3953	-2596	2422	4516	2337	317	89	-631	-2004
-5177	-3742	-298	1399	1254	317	-87	560	1090	861	706	1205	1885	1846	839	136	225	-872	-2784	-1287	3022	3510	-172	-1375	197	-269	-1359	215	1453	-198	-1721	-864	1037	2048	937	-1109	-873	1000	400	-2051	-1851	696	1479	90	-721	-347	-286	-905	-1456	-1861	-2029	-1156	65	-305	-1851	-1992	-227	1249	643	-820	-202	1879	1495	-285	1773	6059	6301	2728	-116	-712	1493	5400	6122	2037	-2671	-6018	-7613	-5387	-1318	-326	-1694	-2406	-2637	-1133	2701	3209	-1521	-4020	-1167	-209	-3933	-5646	-2224	452	-439	2363	11295	13812	3005	-6899	-3875	3109	3909	2320	1654	-961	-3550	-1842	1474	1811	-309	-2136	-2100	-743	-98	-386	91	586	-1137	-3491	-2537	1349	2735	-1098	-4682	-1887	3920	4966	1681	-109	385	-75	-1682
-4541	-3581	-26	2336	1540	-151	382	2128	1768	-369	-817	1318	3009	1971	50	157	1232	60	-2215	-1478	1480	1939	64	-285	67	-1442	-2075	727	2762	424	-2593	-1746	1317	2257	602	-433	627	1174	-780	-2650	-1355	1329	1597	-296	-1099	-387	-448	-1279	-1367	-1684	-2910	-2587	-277	580	-937	-1622	-153	1214	725	-189	734	2009	717	-414	2866	6852	5711	1406	-904	31	3440	6436	5022	316	-3500	-6034	-7325	-5464	-1950	-323	-905	-2580	-3461	-450	3863	2421	-2867	-3606	-445	-1161	-5209	-5211	-1142	384	323	6287	14056	9989	-2912	-6688	571	4598	2244	1630	2209	-760	-3573	-1687	1634	1633	-1177	-2875	-1613	-90	-776	-1351	105	647	-1746	-3872	-2266	1496	2403	-1044	-3329	2	4550	4147	655	-940	-186	225	-893
-6094	-3361	1653	2848	286	-1313	572	3174	2441	-752	-1812	416	2380	1858	670	796	1240	284	-1006	-551	629	384	-75	729	440	-1780	-1913	1067	2080	-755	-2745	-1027	1636	2217	879	-553	-742	-228	-261	-315	645	1393	465	-762	-538	85	-373	-1093	-1583	-2985	-4266	-2637	496	946	-1154	-2327	-1407	371	1596	1719	1482	1100	-91	122	4271	8331	6406	455	-2559	33	5129	7384	4239	-1218	-4906	-6396	-5989	-3854	-2108	-1840	-1802	-1968	-2067	73	2583	679	-3280	-3114	-1027	-2930	-5688	-3163	844	571	1705	9550	13467	4187	-6128	-3775	3147	3071	604	2135	3016	-126	-2588	-1060	1631	1168	-2379	-3918	-1217	769	-829	-1599	391	796	-1952	-3619	-1403	1858	1499	-1924	-2579	1341	4269	2766	320	-304	-497	-1386	-1976
-6027	-1629	2564	2240	-620	-2084	205	3877	3747	48	-1608	186	1525	812	140	780	1431	380	-1415	-1261	533	1050	389	329	-251	-1677	-1014	1412	1466	-795	-1596	-456	670	1439	1771	914	-468	-1024	-889	-655	25	860	444	-768	-485	876	447	-1543	-2512	-2369	-2413	-2147	-1232	-741	-1247	-1984	-1373	1064	2660	1366	-96	651	1621	2192	4394	6749	5377	757	-2264	178	6203	8659	4011	-2690	-6394	-7226	-5581	-2312	-930	-2102	-2569	-1813	-1186	182	1204	-860	-3302	-2340	-1897	-5042	-5688	-909	1700	264	4085	12291	10692	-1203	-6178	97	3995	1121	430	3302	2775	-1048	-2255	129	1918	166	-2968	-3043	-452	271	-1321	-1496	30	-2	-2296	-3449	-772	2546	911	-3221	-1945	3631	4671	835	-639	990	750	-1777	-2815
-5922	-455	3688	1513	-2221	-2278	1377	4675	3403	-931	-2283	552	2851	2094	401	-165	-105	-688	-1106	249	1475	-45	-1473	-22	618	-1313	-958	2137	2172	-1040	-2173	-529	902	1342	1205	473	-316	-674	-666	-198	555	691	-268	-1313	-1012	26	-296	-1698	-1995	-1424	-1701	-2017	-1052	-268	-1109	-1979	-878	1138	1619	880	1149	1866	1363	1672	4557	6399	3707	-626	-1397	2556	7139	6882	1586	-3586	-5752	-6010	-4745	-2418	-1481	-2474	-2913	-1750	50	1322	480	-2055	-2934	-2044	-3368	-5487	-3055	1135	695	389	7080	12291	5911	-3699	-3640	1615	2161	305	1837	3894	2244	-987	-1837	-126	923	-1002	-3241	-2037	653	723	-1003	-1400	-747	-1232	-2667	-2260	697	1961	-1190	-3297	579	5328	4231	391	-540	323	-627	-2499	-2195
-5945	512	4629	1571	-2593	-1820	2155	4101	2184	-569	-751	936	2103	2198	1315	-385	-1509	-1124	-123	526	357	-460	-522	337	361	41	1185	1863	-110	-2136	-1533	185	1178	1333	635	-342	-504	-169	-385	-983	-1004	-350	-17	-286	10	666	-171	-1938	-2276	-1592	-1573	-1737	-1396	-1371	-1723	-1302	186	1560	1837	1649	1777	1183	139	1615	5240	6102	2691	-517	223	4297	7775	6447	876	-4516	-7114	-6708	-3798	-1346	-2004	-3210	-2182	-790	-141	659	-146	-2767	-3319	-2498	-4363	-5347	-1290	1765	395	3136	11014	10727	364	-5404	-1510	1707	487	824	3766	4528	1902	-1237	-1795	168	665	-2100	-3670	-1311	984	329	-918	-857	-770	-2009	-3300	-1740	1784	1820	-2029	-2393	2428	4845	1827	-489	724	1540	-357	-2547	-2468
-6878	-1293	3715	2818	-712	-1532	993	3042	2026	219	296	937	894	1258	1442	-30	-1575	-1182	116	536	-185	-1005	-641	376	412	229	1415	2270	657	-1716	-1975	-267	1093	880	341	624	416	-1084	-1752	-501	668	382	-543	-883	-133	480	-724	-2507	-2379	-1191	-1124	-1599	-1328	-1166	-1682	-1219	969	2526	1968	1191	1177	301	-78	3105	6936	5865	1171	-1487	181	4723	7987	5531	-1043	-5892	-7150	-6184	-3588	-1562	-2308	-3214	-1700	160	905	982	-548	-2674	-2889	-3441	-5587	-4087	708	1380	571	6708	12614	6399	-3597	-3781	879	778	-336	2548	5377	4208	570	-2442	-2105	497	215	-3122	-3572	-491	878	-207	-504	-264	-1634	-3691	-3444	-177	2403	717	-1916	-29	3731	3164	-80	-280	1627	1262	-1055	-2042	-1120
-5233	-3403	444	1917	451	-539	1335	3424	2374	122	-42	570	380	612	937	231	-150	14	-834	-1256	163	587	-1002	-1175	769	1923	1815	1735	859	-1350	-2540	-946	1213	1205	139	-99	-599	-1689	-1199	571	1009	304	-58	-247	-117	404	-207	-1901	-2564	-2197	-2116	-1838	-1256	-1486	-1689	-405	918	856	1282	2675	1808	-1046	-166	5139	7873	4887	929	-6	2073	5897	7566	3624	-2868	-7117	-8434	-6626	-2502	-863	-2979	-3263	-101	1888	1292	-121	-1963	-3281	-4075	-6019	-5945	-728	2558	-330	1086	10281	12187	1521	-5679	-1926	1941	848	995	4100	6101	4875	541	-3622	-2826	743	132	-3310	-2944	45	332	-1106	-854	-314	-2150	-4580	-3529	532	2303	-1	-1070	1808	3775	1806	-226	604	1604	173	-2112	-2453	-921
-3179	-4443	-1057	1623	64	-1248	1307	4097	3182	576	94	1212	1076	-498	-1305	-489	390	-168	-1249	-904	356	153	-1137	-587	1523	1819	369	472	1775	946	-1264	-1222	554	925	109	-221	-753	-1683	-1226	685	1914	1331	-472	-1744	-959	543	105	-1750	-2638	-2413	-1970	-1406	-1286	-1984	-2145	-944	330	1107	2463	3401	1462	-1218	607	5881	7738	4242	411	124	3197	6946	6932	1620	-4842	-8251	-7784	-4355	-1424	-2011	-3123	-1306	634	418	79	-624	-2650	-3810	-4530	-6017	-3823	1784	2344	-113	5311	12666	7268	-4230	-5412	578	1814	-88	1156	4349	6177	4699	-357	-3882	-1504	1383	-1280	-4631	-2717	774	713	-947	-940	-721	-2580	-4541	-2955	801	1857	85	310	2903	3302	993	-99	1015	1574	116	-1995	-2610	-1409
-3682	-3453	140	1097	-1670	-2260	1558	4209	2598	1120	2126	1902	-387	-1266	-567	-497	-571	-76	0	-113	452	746	-59	-749	-178	863	1150	940	682	-232	-1276	-617	945	1058	418	417	-235	-1662	-1552	105	901	129	-976	-966	292	749	-718	-2003	-1884	-1988	-2522	-2149	-1547	-1716	-1388	-96	723	1165	2289	2418	303	-287	3619	7603	6501	2369	94	1012	4181	6988	5641	116	-5669	-8957	-8361	-4206	-1360	-2518	-2955	-488	520	-404	-48	-80	-2384	-4671	-5818	-4943	-831	1593	-568	1721	10988	12321	903	-6112	-1121	3299	1061	-595	1506	4757	6711	3838	-2633	-4518	-480	567	-3322	-4143	-559	817	-1071	-1431	-35	-1091	-4427	-4959	-1187	1924	1460	848	2532	3436	1589	-59	527	1611	1381	-56	-1659	-2266	-1896
